LCR	DESC	DATETIME	NO	LOCATION
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 1:05	P15013172	"(35.78735966104301, -78.64818628486262)"
71A	Traffic/DWI (Driving While Impaired)	3/11/2015 19:01	P15013131	"(35.77565841141534, -78.64093684182045)"
71A	Traffic/DWI (Driving While Impaired)	3/11/2015 2:51	P15012955	"(35.79175203223079, -78.63206039493336)"
71A	Traffic/DWI (Driving While Impaired)	3/11/2015 2:44	P15012956	"(35.806501715675964, -78.61645319958897)"
71A	Traffic/DWI (Driving While Impaired)	3/10/2015 22:46	P15012934	"(35.7798251322826, -78.61334376524506)"
71A	Traffic/DWI (Driving While Impaired)	3/10/2015 17:01	P15012870	"(35.893509197855586, -78.64897333471136)"
71A	Traffic/DWI (Driving While Impaired)	3/10/2015 3:51	P15012737	"(35.78004446251217, -78.63517216674005)"
71A	Traffic/DWI (Driving While Impaired)	3/9/2015 4:00	P15012530	"(35.898517343100394, -78.6470529043992)"
71A	Traffic/DWI (Driving While Impaired)	3/9/2015 3:14	P15012528	"(35.78528524662095, -78.722697183371)"
71A	Traffic/DWI (Driving While Impaired)	3/9/2015 2:30	P15012522	"(35.8260662151646, -78.62162886220365)"
71A	Traffic/DWI (Driving While Impaired)	3/9/2015 2:28	P15012531	"(35.825702540000066, -78.62606437199997)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 20:47	P15012489	"(35.89578470701823, -78.57061062274683)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 20:37	P15012484	"(35.78524996629775, -78.6896544522909)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 7:15	P15012403	"(35.738914675525486, -78.56806868871244)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 4:34	P15012391	"(35.757764916456615, -78.64973570228032)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 4:16	P15012388	"(35.88813533038915, -78.62753244304187)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 3:39	P15012384	"(35.801118588679664, -78.683592973333)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 3:03	P15012398	"(35.78630065972431, -78.58920700529121)"
71A	Traffic/DWI (Driving While Impaired)	3/8/2015 0:56	P15012376	"(35.801663810865676, -78.64459620700755)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 14:30	P15012275	"(35.88106791800004, -78.69533419699997)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 6:21	P15012238	"(35.738936074787766, -78.56950341925847)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 2:56	P15012226	"(35.78667046398626, -78.6621193735751)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 2:56	P15012225	"(35.829516965811635, -78.61928646454203)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 2:22	P15012219	"(35.80421886773441, -78.64545467699598)"
71A	Traffic/DWI (Driving While Impaired)	3/7/2015 1:59	P15012216	"(35.78617288116515, -78.66013527269332)"
71A	Traffic/DWI (Driving While Impaired)	3/6/2015 23:50	P15012197	"(35.78050045041465, -78.64233633338256)"
71A	Traffic/DWI (Driving While Impaired)	3/6/2015 22:15	P15012214	"(35.788885070744165, -78.66272140014169)"
71A	Traffic/DWI (Driving While Impaired)	3/6/2015 3:45	P15012016	"(35.76139444076888, -78.61389188680916)"
71A	Traffic/DWI (Driving While Impaired)	3/6/2015 2:31	P15012010	"(35.77867306149461, -78.66326131826304)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 23:34	P15011998	"(35.770439653210765, -78.6144359136217)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 22:52	P15012000	"(35.731230889411805, -78.6279983877508)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 21:28	P15011980	"(35.78846699270627, -78.66954422944058)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 3:45	P15011823	"(35.84455376835914, -78.58078335613365)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 2:05	P15011814	"(35.813449247809835, -78.65158643437172)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 1:33	P15011807	"(35.74257792584504, -78.63985511561566)"
71A	Traffic/DWI (Driving While Impaired)	3/5/2015 1:15	P15011803	"(35.797856470016264, -78.64555282525781)"
71A	Traffic/DWI (Driving While Impaired)	3/4/2015 23:46	P15011796	"(35.86517003022729, -78.63803549308116)"
71A	Traffic/DWI (Driving While Impaired)	3/4/2015 23:02	P15011794	"(35.777520000739784, -78.68585748094661)"
71A	Traffic/DWI (Driving While Impaired)	3/4/2015 4:34	P15011603	"(35.77988154120325, -78.64688756074833)"
71A	Traffic/DWI (Driving While Impaired)	3/3/2015 22:33	P15011590	"(35.85484378579135, -78.57775448864733)"
71A	Traffic/DWI (Driving While Impaired)	3/3/2015 21:16	P15011574	"(35.847132515000055, -78.68071940499993)"
71A	Traffic/DWI (Driving While Impaired)	3/2/2015 1:50	P15011231	"(35.76460538273569, -78.63486146037442)"
71A	Traffic/DWI (Driving While Impaired)	3/2/2015 0:04	P15011223	"(35.817761371196184, -78.61598973350402)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 22:04	P15011211	"(35.781609140775004, -78.67919572264323)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 21:16	P15011218	"(35.83383479100007, -78.60198065499999)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 6:12	P15011122	"(35.78730083939481, -78.64647995173661)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 3:28	P15011121	"(35.765655597625916, -78.55954338568915)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 2:07	P15011117	"(35.75289992190623, -78.63584221504078)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 1:50	P15011100	"(35.81412358000006, -78.62658854199998)"
71A	Traffic/DWI (Driving While Impaired)	3/1/2015 0:52	P15011090	
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 6:01	P15010942	"(35.86904506831899, -78.65355855508994)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 4:31	P15010933	"(35.793033110526785, -78.64713845505747)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 4:26	P15010931	"(35.78631436684948, -78.64282156572591)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 3:33	P15010923	"(35.818806508603814, -78.59643495983615)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 2:55	P15010936	"(35.833811758419024, -78.6380951256679)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 2:10	P15010937	"(35.87526374374763, -78.72073098221063)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 1:43	P15010910	"(35.78140363732631, -78.64438346455707)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 1:23	P15010908	"(35.801309959482204, -78.64461882913467)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 0:40	P15010902	"(35.821974019094576, -78.6170407906804)"
71A	Traffic/DWI (Driving While Impaired)	2/28/2015 0:31	P15010900	"(35.78403693075418, -78.64364893385688)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 23:57	P15010895	"(35.78138836355478, -78.65359206617325)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 22:35	P15010887	"(35.790142237000055, -78.61469927899998)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 16:55	P15010841	"(35.91729343999013, -78.7896361617402)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 3:43	P15010699	"(35.82516458453946, -78.62146717914158)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 3:13	P15010697	"(35.785555422129846, -78.64567968628887)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 0:16	P15010686	"(35.771454186013464, -78.65295002886623)"
71A	Traffic/DWI (Driving While Impaired)	2/27/2015 0:06	P15010678	"(35.79977108380966, -78.64528373099692)"
71A	Traffic/DWI (Driving While Impaired)	2/26/2015 16:05	P15010626	"(35.7865712737066, -78.58892096010395)"
71A	Traffic/DWI (Driving While Impaired)	2/25/2015 20:04	P15010528	"(35.799548988768215, -78.56266041206133)"
71A	Traffic/DWI (Driving While Impaired)	2/24/2015 3:50	P15010018	"(35.77029051833689, -78.6105128925825)"
71A	Traffic/DWI (Driving While Impaired)	2/24/2015 2:41	P15010007	"(35.7716336666795, -78.59556579862618)"
71A	Traffic/DWI (Driving While Impaired)	2/24/2015 2:17	P15010005	"(35.782368089152726, -78.65861947840052)"
71A	Traffic/DWI (Driving While Impaired)	2/23/2015 5:17	P15009833	"(35.789416890189194, -78.6470200949953)"
71A	Traffic/DWI (Driving While Impaired)	2/22/2015 22:45	P15009827	"(35.80447550397596, -78.6109975841225)"
71A	Traffic/DWI (Driving While Impaired)	2/22/2015 6:30	P15009707	"(35.855185586894066, -78.58017039953013)"
71A	Traffic/DWI (Driving While Impaired)	2/22/2015 3:18	P15009695	"(35.77781407270999, -78.64606426975762)"
71A	Traffic/DWI (Driving While Impaired)	2/22/2015 2:17	P15009703	"(35.779757790444755, -78.61348332539428)"
71A	Traffic/DWI (Driving While Impaired)	2/22/2015 2:12	P15009682	"(35.73080876166488, -78.5558093335772)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 22:57	P15009672	"(35.81638580400005, -78.66053796799997)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 6:15	P15009528	"(35.84531300400005, -78.53816892999998)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 3:25	P15009524	"(35.860308027089815, -78.70837324013557)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 1:58	P15009511	"(35.77860143802657, -78.64847455970362)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 1:30	P15009515	"(35.81942989741106, -78.5880107398832)"
71A	Traffic/DWI (Driving While Impaired)	2/21/2015 0:35	P15009498	"(35.88064572151962, -78.62557882025226)"
71A	Traffic/DWI (Driving While Impaired)	2/20/2015 22:36	P15009482	"(35.80289201115533, -78.66068076872156)"
71A	Traffic/DWI (Driving While Impaired)	2/20/2015 2:42	P15009323	"(35.827133407000076, -78.63506546999997)"
71A	Traffic/DWI (Driving While Impaired)	2/20/2015 0:17	P15009312	"(35.78436709713466, -78.69290220131789)"
71A	Traffic/DWI (Driving While Impaired)	2/19/2015 23:20	P15009309	"(35.88372030183617, -78.56969530437831)"
71A	Traffic/DWI (Driving While Impaired)	2/19/2015 15:05	P15009252	
71A	Traffic/DWI (Driving While Impaired)	2/19/2015 4:07	P15009169	"(35.77037211982228, -78.61443013517854)"
71A	Traffic/DWI (Driving While Impaired)	2/18/2015 20:42	P15009132	"(35.91205935412415, -78.78145449442654)"
71A	Traffic/DWI (Driving While Impaired)	2/18/2015 3:17	P15008985	"(35.83529212166735, -78.58285702498709)"
71A	Traffic/DWI (Driving While Impaired)	2/17/2015 22:37	P15008973	"(35.88216939588001, -78.56776529339534)"
71A	Traffic/DWI (Driving While Impaired)	2/16/2015 22:22	P15008874	"(35.78955128861242, -78.74812175940689)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 20:31	P15008659	"(35.76957357244089, -78.55943532466894)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 6:26	P15008579	"(35.86182548731741, -78.58172137825488)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 4:22	P15008573	"(35.87416176939774, -78.69174120263214)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 3:46	P15008570	"(35.76185575193013, -78.64876049189539)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 2:31	P15008575	"(35.898678504459895, -78.55848157821683)"
71A	Traffic/DWI (Driving While Impaired)	2/15/2015 1:11	P15008566	"(35.77169477989659, -78.62138007426253)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 22:58	P15008541	"(35.90621894201251, -78.77106562398747)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 22:13	P15008534	"(35.788635198526634, -78.6478967346011)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 4:25	P15008406	"(35.757474505135804, -78.66534862078528)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 2:43	P15008389	"(35.866200759404116, -78.71723982857569)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 2:27	P15008395	"(35.86540448183857, -78.71726107380437)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 2:24	P15008386	"(35.78804737304297, -78.58827097869506)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 1:35	P15008381	"(35.80121601989063, -78.63174392089014)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 1:28	P15008379	"(35.7794993991058, -78.61867371113871)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 1:20	P15008394	"(35.77612267379531, -78.64522698535883)"
71A	Traffic/DWI (Driving While Impaired)	2/14/2015 1:17	P15008380	"(35.844117285055546, -78.61331798058104)"
71A	Traffic/DWI (Driving While Impaired)	2/13/2015 23:17	P15008384	"(35.761967427359515, -78.65957059455651)"
71A	Traffic/DWI (Driving While Impaired)	2/13/2015 16:25	P15008309	"(35.86244504188946, -78.62818290148186)"
71A	Traffic/DWI (Driving While Impaired)	2/13/2015 2:19	P15008184	"(35.8073751894459, -78.64884887135356)"
71A	Traffic/DWI (Driving While Impaired)	2/13/2015 0:27	P15008179	"(35.78730776010427, -78.64662989734944)"
71A	Traffic/DWI (Driving While Impaired)	2/13/2015 0:22	P15008171	"(35.79976606473346, -78.6453161564543)"
71A	Traffic/DWI (Driving While Impaired)	2/12/2015 2:41	P15008010	"(35.753461701540886, -78.66696998873233)"
71A	Traffic/DWI (Driving While Impaired)	2/12/2015 2:04	P15008006	"(35.785524970119866, -78.68971162984539)"
71A	Traffic/DWI (Driving While Impaired)	2/12/2015 0:04	P15007997	"(35.79293330842082, -78.61400689993125)"
71A	Traffic/DWI (Driving While Impaired)	2/11/2015 22:51	P15008002	"(35.85877956127576, -78.57943763131298)"
71A	Traffic/DWI (Driving While Impaired)	2/10/2015 2:15	P15007619	
71A	Traffic/DWI (Driving While Impaired)	2/9/2015 1:58	P15007419	"(35.81866872367701, -78.59616404998883)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 22:49	P15007405	"(35.88783460958391, -78.74443883400876)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 22:00	P15007399	"(35.827353316774946, -78.58899585664844)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 18:32	P15007378	"(35.783368063650556, -78.64321358030143)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 10:35	P15007308	"(35.74863511493278, -78.62334788742395)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 8:52	P15007286	"(35.78895887674589, -78.64342482849223)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 4:37	P15007273	"(35.77924704789505, -78.68530673267773)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 4:25	P15007285	"(35.834273314887966, -78.58313132420454)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 4:06	P15007268	"(35.79844667974235, -78.57416142383806)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 2:24	P15007262	"(35.836493726182454, -78.6705357457425)"
71A	Traffic/DWI (Driving While Impaired)	2/8/2015 1:21	P15007248	"(35.786297962078606, -78.64810441913579)"
71A	Traffic/DWI (Driving While Impaired)	2/7/2015 3:57	P15007080	"(35.84445870227571, -78.57907524332293)"
71A	Traffic/DWI (Driving While Impaired)	2/7/2015 1:28	P15007069	"(35.76397653017734, -78.63106345818348)"
71A	Traffic/DWI (Driving While Impaired)	2/7/2015 1:15	P15007073	"(35.89626343610354, -78.56767052727133)"
71A	Traffic/DWI (Driving While Impaired)	2/7/2015 0:45	P15007065	"(35.74874810160509, -78.64831115882436)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 23:31	P15007051	"(35.78323690959305, -78.64486946288616)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 23:06	P15007054	"(35.86240508951345, -78.71141234978577)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 19:36	P15007019	"(35.835740148508954, -78.59390722512146)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 2:50	P15006851	"(35.79166767811502, -78.71481040871522)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 1:51	P15006852	"(35.78266665090191, -78.65526033393563)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 1:13	P15006840	"(35.78152450485825, -78.64917672446295)"
71A	Traffic/DWI (Driving While Impaired)	2/6/2015 0:16	P15006835	"(35.785445290757245, -78.687054302894)"
71A	Traffic/DWI (Driving While Impaired)	2/5/2015 23:22	P15006837	"(35.77205552186541, -78.64241537754626)"
71A	Traffic/DWI (Driving While Impaired)	2/5/2015 2:55	P15006648	"(35.81316699839668, -78.65076632412946)"
71A	Traffic/DWI (Driving While Impaired)	2/5/2015 2:32	P15006645	"(35.78862540556858, -78.65336582007336)"
71A	Traffic/DWI (Driving While Impaired)	2/4/2015 23:21	P15006629	"(35.77964825328094, -78.64092970387979)"
71A	Traffic/DWI (Driving While Impaired)	2/4/2015 15:43	P15006558	
71A	Traffic/DWI (Driving While Impaired)	2/4/2015 1:14	P15006448	"(35.870667807852854, -78.58186357734226)"
71A	Traffic/DWI (Driving While Impaired)	2/3/2015 20:56	P15006437	"(35.86290881839018, -78.71248214424996)"
71A	Traffic/DWI (Driving While Impaired)	2/2/2015 21:06	P15006223	"(35.77485407284421, -78.62716703124748)"
71A	Traffic/DWI (Driving While Impaired)	2/2/2015 20:46	P15006231	"(35.7884175701924, -78.73465856801799)"
71A	Traffic/DWI (Driving While Impaired)	2/2/2015 2:26	P15006074	"(35.87506049538937, -78.72959119938801)"
71A	Traffic/DWI (Driving While Impaired)	2/2/2015 0:22	P15006061	"(35.78812344605507, -78.64282906966893)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 11:37	P15005956	"(35.812484108233775, -78.59702545799195)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 7:07	P15005935	"(35.856451040001765, -78.64107165394151)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 3:03	P15005923	"(35.77753137201658, -78.63906834562914)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 2:52	P15005922	"(35.84388610024462, -78.67973025446693)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 2:34	P15005917	"(35.77767409921483, -78.64186091681462)"
71A	Traffic/DWI (Driving While Impaired)	2/1/2015 1:38	P15005907	
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 23:30	P15005888	"(35.78254491059951, -78.65507347928497)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 20:40	P15005854	"(35.78073384199686, -78.64779160148119)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 18:45	P15005874	"(35.73961942730474, -78.60704409826565)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 4:43	P15005728	"(35.88304578308461, -78.73913770778404)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 3:12	P15005713	"(35.785963241079266, -78.64565591494258)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 2:28	P15005706	"(35.8009878674954, -78.62485053541536)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 2:15	P15005707	"(35.83642887107751, -78.67126425179934)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 1:33	P15005699	"(35.80098708886898, -78.63178013941908)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 1:30	P15005726	"(35.814967902078656, -78.6544570370238)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 1:09	P15005697	"(35.8399631777733, -78.61174252325769)"
71A	Traffic/DWI (Driving While Impaired)	1/31/2015 0:52	P15005715	"(35.81660100314169, -78.62553944471014)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 21:52	P15005674	"(35.84446838126965, -78.57923968538374)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 4:25	P15005497	"(35.77720308914847, -78.67280142652194)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 4:07	P15005496	"(35.85099539800165, -78.60551009933428)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 3:41	P15005493	"(35.85434817749185, -78.64224823741895)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 3:15	P15005491	"(35.74812633201354, -78.64903149580279)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 2:48	P15005498	"(35.782435335111195, -78.64748702423188)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 1:27	P15005483	"(35.88460143166897, -78.64646477280434)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 0:47	P15005490	"(35.79474080938442, -78.6411195824417)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 0:37	P15005488	"(35.78133381140809, -78.64608071676076)"
71A	Traffic/DWI (Driving While Impaired)	1/30/2015 0:07	P15005481	"(35.8900755702733, -78.64759083130109)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 19:46	P15005452	"(35.837197834241174, -78.60176709876137)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 2:31	P15005305	"(35.777242781702135, -78.63853849070803)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 1:30	P15005296	"(35.78471315467999, -78.63787008239507)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 1:14	P15005304	"(35.82132506445868, -78.66471231152023)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 0:28	P15005291	"(35.788193044611575, -78.71708997989872)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 0:21	P15005288	"(35.788667896685716, -78.6443596629028)"
71A	Traffic/DWI (Driving While Impaired)	1/29/2015 0:08	P15005285	"(35.77814904267251, -78.63550588049401)"
71A	Traffic/DWI (Driving While Impaired)	1/28/2015 0:43	P15005097	"(35.78398378968185, -78.59259891272225)"
71A	Traffic/DWI (Driving While Impaired)	1/27/2015 5:16	P15004910	"(35.91086003079489, -78.75693012437955)"
71A	Traffic/DWI (Driving While Impaired)	1/27/2015 1:31	P15004905	"(35.84162834262333, -78.67803699996472)"
71A	Traffic/DWI (Driving While Impaired)	1/26/2015 1:11	P15004695	"(35.86251039959537, -78.63550788187946)"
71A	Traffic/DWI (Driving While Impaired)	1/26/2015 0:49	P15004691	"(35.78652178216546, -78.63525942050615)"
71A	Traffic/DWI (Driving While Impaired)	1/26/2015 0:29	P15004689	"(35.808135203605005, -78.64836989926559)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 22:36	P15004677	"(35.7830338619664, -78.5927247543752)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 15:41	P15004630	"(35.77912826703371, -78.61589825714368)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 7:43	P15004576	"(35.74537922536527, -78.62086008479947)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 5:58	P15004574	"(35.77682307057794, -78.63584805402832)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 3:10	P15004563	"(35.7991926102792, -78.6372699659727)"
71A	Traffic/DWI (Driving While Impaired)	1/25/2015 2:24	P15004556	"(35.764529459820196, -78.65574570117339)"
71A	Traffic/DWI (Driving While Impaired)	1/24/2015 16:15	P15004452	"(35.78366146476576, -78.70073491048421)"
71A	Traffic/DWI (Driving While Impaired)	1/24/2015 1:49	P15004356	"(35.78424216934769, -78.66060733816767)"
71A	Traffic/DWI (Driving While Impaired)	1/24/2015 1:28	P15004348	"(35.90335523324413, -78.77205540097745)"
71A	Traffic/DWI (Driving While Impaired)	1/24/2015 0:56	P15004345	"(35.77922278901234, -78.68434714525013)"
71A	Traffic/DWI (Driving While Impaired)	1/23/2015 5:58	P15004120	"(35.81511587081261, -78.69086839103154)"
71A	Traffic/DWI (Driving While Impaired)	1/23/2015 3:44	P15004112	"(35.80855525256937, -78.64848988780386)"
71A	Traffic/DWI (Driving While Impaired)	1/23/2015 3:06	P15004116	"(35.81093683345003, -78.6116956736529)"
71A	Traffic/DWI (Driving While Impaired)	1/23/2015 1:50	P15004102	"(35.84266885027226, -78.68003617311395)"
71A	Traffic/DWI (Driving While Impaired)	1/23/2015 0:54	P15004098	"(35.82983499643499, -78.66666484971164)"
71A	Traffic/DWI (Driving While Impaired)	1/22/2015 4:33	P15003913	"(35.8786277425786, -78.59194515973834)"
71A	Traffic/DWI (Driving While Impaired)	1/22/2015 2:11	P15003914	"(35.76287921079333, -78.64846116215796)"
71A	Traffic/DWI (Driving While Impaired)	1/22/2015 1:42	P15003902	"(35.77724113575363, -78.63849115741607)"
71A	Traffic/DWI (Driving While Impaired)	1/22/2015 1:24	P15003901	"(35.83974793219889, -78.67216629496141)"
71A	Traffic/DWI (Driving While Impaired)	1/22/2015 0:29	P15003905	"(35.87340655473736, -78.72483915125527)"
71A	Traffic/DWI (Driving While Impaired)	1/21/2015 22:45	P15003881	"(35.79587824209057, -78.65132999326809)"
71A	Traffic/DWI (Driving While Impaired)	1/21/2015 22:08	P15003875	"(35.8115262508899, -78.61904816065712)"
71A	Traffic/DWI (Driving While Impaired)	1/20/2015 1:55	P15003503	"(35.839046600975365, -78.61130759348947)"
71A	Traffic/DWI (Driving While Impaired)	1/19/2015 2:00	P15003332	"(35.81814436746485, -78.62582587518392)"
71A	Traffic/DWI (Driving While Impaired)	1/19/2015 0:39	P15003328	"(35.742087476107734, -78.62397647532539)"
71A	Traffic/DWI (Driving While Impaired)	1/18/2015 23:19	P15003321	"(35.75269997603582, -78.6482638830326)"
71A	Traffic/DWI (Driving While Impaired)	1/18/2015 3:00	P15003213	"(35.80122246600007, -78.66312620599996)"
71A	Traffic/DWI (Driving While Impaired)	1/18/2015 2:29	P15003207	"(35.781485771991555, -78.64753735918738)"
71A	Traffic/DWI (Driving While Impaired)	1/18/2015 2:00	P15003201	"(35.83561292700006, -78.68005840799998)"
71A	Traffic/DWI (Driving While Impaired)	1/18/2015 1:45	P15003199	"(35.803836938456925, -78.62060503747887)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 22:16	P15003184	"(35.7833448812438, -78.62799746433916)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 19:38	P15003150	"(35.796665186120244, -78.64979865318801)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 19:37	P15003149	"(35.851503508614, -78.64320259355706)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 19:11	P15003178	"(35.870119274276306, -78.58083305484853)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 10:36	P15003058	"(35.76466346015343, -78.63652994743894)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 6:34	P15003042	"(35.806326889919774, -78.55339744076738)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 6:25	P15003044	"(35.74882266181996, -78.69175338591904)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 4:33	P15003036	"(35.79931880823081, -78.58980824387663)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 4:08	P15003030	"(35.797240146142904, -78.65632694534366)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 2:34	P15003012	"(35.76902103609325, -78.69413247832482)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 2:23	P15003017	"(35.799203041772145, -78.56923518463633)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 1:59	P15003007	"(35.83255480427139, -78.58394344257043)"
71A	Traffic/DWI (Driving While Impaired)	1/17/2015 1:54	P15003004	"(35.794477942067125, -78.65124403710018)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 20:32	P15002961	"(35.77996462587451, -78.65102245773853)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 4:52	P15002770	"(35.80744027047835, -78.62566205935221)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 4:43	P15002765	
